
# 
# Amundsen Sea Low (ASL) Index version 3
#   (derived from monthly ERA5 Reanalysis data)
# 
# Dr J. Scott Hosking
#   British Antarctic Survey
#   Twitter: @scotthosking
# 
# For more information see:
#   Website: https://scotthosking.com/asl_index
#   GitHub:  https://github.com/scotthosking/amundsen_sea_low_index
# 
# Column Labels:
#   time       = YYYY-MM-01 (monthly data)
#   SectorPres = Area-average sea level pressure over sector (170-298 E : 60-80 S)
#   ActCenPres = Actual central pressure of ASL
#   lon        = Longitudinal location of ASL (degrees East)
#   lat        = Latitudinal location of ASL
#   RelCenPres = Relative central pressure (ActCenPres 'minus' SectorPres)
#   DataSource = ERA5 (final data) or ERA5T (initial release data) from ECMWF
# 
# The ASL (low pressure system) detection algorithm may be improved over time. Therefore 
# it is recommended that the version number below is noted when using these data.
#   ASLi_version_id = 3.20240813
#   ASLi_software_version = 0.0.1
#   data_version = 20240813
# 
# 
time,lon,lat,ActCenPres,SectorPres,RelCenPres,DataSource
1984-11-01,246.75,-71.25,975.0106,979.2941,-4.2835083,ERA5
1984-12-01,240.0,-61.5,985.1775,991.99225,-6.8147583,ERA5
1985-01-01,268.75,-67.25,984.92065,989.4856,-4.5649414,ERA5
1985-02-01,273.75,-64.5,982.535,987.24567,-4.7106934,ERA5
1985-03-01,224.5,-69.75,974.4256,982.37994,-7.9543457,ERA5
1985-04-01,222.75,-69.25,975.27686,981.552,-6.2751465,ERA5
1985-05-01,199.75,-73.75,980.21,989.1211,-8.911072,ERA5
1985-06-01,210.0,-75.0,979.5556,991.4598,-11.904175,ERA5
1985-07-01,256.75,-74.25,971.1369,984.09235,-12.955444,ERA5
1985-08-01,245.25,-69.75,969.26373,979.2595,-9.995789,ERA5
1985-09-01,251.25,-71.0,968.6394,974.4533,-5.813904,ERA5
1985-10-01,199.75,-73.75,970.28375,980.3812,-10.097473,ERA5
1985-11-01,208.75,-75.5,970.2506,978.47943,-8.228821,ERA5
1985-12-01,257.25,-70.0,974.33,979.7027,-5.3726807,ERA5
1986-01-01,287.5,-62.25,982.3038,986.92957,-4.6257935,ERA5
1986-02-01,242.5,-68.0,977.73126,989.0077,-11.276428,ERA5
1986-03-01,241.25,-67.5,979.7644,987.9111,-8.1466675,ERA5
1986-04-01,232.5,-73.5,977.7775,984.5026,-6.7250977,ERA5
1986-05-01,180.0,-65.75,980.1306,995.9338,-15.803162,ERA5
1986-06-01,286.5,-63.5,975.64624,994.66406,-19.017822,ERA5
1986-07-01,189.0,-69.0,979.02435,986.1333,-7.1089478,ERA5
1986-08-01,280.75,-71.0,978.6394,987.06116,-8.421753,ERA5
1986-09-01,255.5,-74.0,975.01373,984.78357,-9.769836,ERA5
1986-10-01,215.25,-73.0,967.28937,979.00867,-11.719299,ERA5
1986-11-01,199.0,-76.0,976.1163,984.78265,-8.666382,ERA5
1986-12-01,205.25,-73.0,978.10626,983.692,-5.5857544,ERA5
1987-01-01,259.25,-66.5,980.27374,988.82666,-8.5529175,ERA5
1987-02-01,262.25,-68.75,985.89435,991.66,-5.765625,ERA5
1987-03-01,271.25,-70.0,973.3713,986.4728,-13.101501,ERA5
1987-04-01,249.75,-65.0,972.47437,981.3152,-8.84082,ERA5
1987-05-01,238.5,-68.5,975.7369,981.54333,-5.8064575,ERA5
1987-06-01,195.0,-72.0,982.35876,989.31244,-6.9536743,ERA5
1987-07-01,200.0,-72.25,984.5513,994.06757,-9.516296,ERA5
1987-08-01,190.0,-71.5,969.8225,983.4641,-13.641602,ERA5
1987-09-01,274.25,-71.25,979.3806,987.22614,-7.84552,ERA5
1987-10-01,233.25,-68.5,969.6156,976.762,-7.1464233,ERA5
1987-11-01,272.0,-68.25,966.64185,977.3045,-10.662659,ERA5
1987-12-01,268.5,-68.25,978.39374,983.5504,-5.1566772,ERA5
1988-01-01,232.5,-69.0,986.1262,990.0821,-3.9558716,ERA5
1988-02-01,263.25,-68.25,976.67126,985.22266,-8.551392,ERA5
1988-03-01,276.5,-66.5,978.0563,984.48553,-6.4292603,ERA5
1988-04-01,213.25,-72.0,968.6175,982.4422,-13.824707,ERA5
1988-05-01,212.0,-63.75,971.3831,983.24164,-11.8585205,ERA5
1988-06-01,202.0,-66.0,979.515,985.8358,-6.320801,ERA5
1988-07-01,201.75,-77.5,974.2394,984.6253,-10.385925,ERA5
1988-08-01,193.75,-73.75,969.3837,988.2797,-18.895996,ERA5
1988-09-01,238.5,-71.0,975.0719,982.7997,-7.727783,ERA5
1988-10-01,231.0,-69.75,980.525,988.0781,-7.5531006,ERA5
1988-11-01,225.0,-68.25,973.91064,979.2307,-5.3200684,ERA5
1988-12-01,195.5,-71.0,980.16315,984.6642,-4.5010376,ERA5
1989-01-01,258.5,-65.0,978.73627,984.84784,-6.1115723,ERA5
1989-02-01,253.25,-66.75,973.2506,980.1697,-6.9190674,ERA5
1989-03-01,193.5,-70.25,974.85815,980.90076,-6.0426025,ERA5
1989-04-01,213.25,-66.75,978.6844,987.26825,-8.583862,ERA5
1989-05-01,222.0,-73.25,964.90314,974.836,-9.932861,ERA5
1989-06-01,213.75,-70.0,969.6856,977.3474,-7.661804,ERA5
1989-07-01,250.0,-71.5,969.9431,980.3326,-10.389465,ERA5
1989-08-01,235.75,-71.75,976.14,986.2564,-10.116394,ERA5
1989-09-01,232.5,-73.5,975.21936,984.4246,-9.205261,ERA5
1989-10-01,201.5,-74.5,971.3081,978.275,-6.966919,ERA5
1989-11-01,245.25,-69.25,970.8575,977.1606,-6.3031006,ERA5
1989-12-01,202.75,-71.5,985.95624,989.3542,-3.3979492,ERA5
1990-01-01,177.5,-63.0,984.83374,989.2233,-4.3895874,ERA5
1990-02-01,231.5,-67.75,967.1025,977.5859,-10.483398,ERA5
1990-03-01,208.0,-66.75,976.72375,981.31714,-4.593384,ERA5
1990-04-01,197.25,-67.25,983.0019,992.3799,-9.377991,ERA5
1990-05-01,171.0,-62.0,982.7388,993.0747,-10.3359375,ERA5
1990-06-01,255.25,-72.5,975.1275,986.8086,-11.681091,ERA5
1990-07-01,254.0,-65.25,976.95874,988.85815,-11.899414,ERA5
1990-08-01,220.25,-72.5,971.8019,982.177,-10.375122,ERA5
1990-09-01,213.5,-74.0,969.1944,979.34076,-10.146362,ERA5
1990-10-01,280.25,-68.0,970.7875,976.9746,-6.187134,ERA5
1990-11-01,284.0,-71.25,970.24,982.1748,-11.934814,ERA5
1990-12-01,208.0,-72.25,980.01624,986.29645,-6.2802124,ERA5
1991-01-01,274.5,-67.25,976.3769,983.7257,-7.348816,ERA5
1991-02-01,202.5,-71.5,982.3656,987.4516,-5.0859985,ERA5
1991-03-01,232.5,-73.5,976.96375,986.65076,-9.687012,ERA5
1991-04-01,224.0,-72.75,980.7356,986.9945,-6.258911,ERA5
1991-05-01,172.0,-66.0,978.35565,992.61584,-14.260193,ERA5
1991-06-01,195.75,-69.75,982.97,992.61206,-9.64209,ERA5
1991-07-01,213.0,-67.5,982.45123,990.28345,-7.8322144,ERA5
1991-08-01,272.5,-71.25,974.47,985.0046,-10.534607,ERA5
1991-09-01,218.25,-71.25,972.66187,983.93713,-11.275269,ERA5
1991-10-01,202.0,-75.75,977.3081,988.539,-11.230896,ERA5
1991-11-01,269.5,-70.5,976.1075,985.11804,-9.010559,ERA5
1991-12-01,189.75,-68.5,991.4175,996.68005,-5.2625732,ERA5
1992-01-01,258.5,-63.5,983.52313,990.0125,-6.48938,ERA5
1992-02-01,172.5,-64.75,984.84686,994.43567,-9.588806,ERA5
1992-03-01,186.25,-67.25,977.105,989.22986,-12.124878,ERA5
1992-04-01,237.75,-69.75,977.84686,985.1777,-7.3308105,ERA5
1992-05-01,198.0,-66.75,987.10376,995.2987,-8.194946,ERA5
1992-06-01,210.0,-74.25,990.3794,998.9205,-8.541077,ERA5
1992-07-01,216.75,-70.25,972.3594,983.5364,-11.177002,ERA5
1992-08-01,260.25,-69.5,976.8544,983.7116,-6.857239,ERA5
1992-09-01,204.0,-77.0,970.23126,981.75476,-11.523499,ERA5
1992-10-01,254.0,-67.5,974.08685,979.40424,-5.317383,ERA5
1992-11-01,237.5,-71.5,975.8113,982.27875,-6.4674683,ERA5
1992-12-01,260.5,-68.25,980.235,985.738,-5.5029907,ERA5
1993-01-01,265.0,-64.75,991.8544,997.65466,-5.800293,ERA5
1993-02-01,203.75,-75.25,974.1025,984.79816,-10.695679,ERA5
1993-03-01,201.25,-76.0,981.6475,989.2071,-7.5595703,ERA5
1993-04-01,220.0,-72.0,977.0569,984.90344,-7.8465576,ERA5
1993-05-01,216.0,-73.75,978.6075,984.6794,-6.0718994,ERA5
1993-06-01,184.0,-66.5,972.14874,985.6642,-13.515442,ERA5
1993-07-01,203.75,-77.0,969.4963,978.8146,-9.318298,ERA5
1993-08-01,203.75,-77.0,975.6219,982.8789,-7.257019,ERA5
1993-09-01,232.5,-73.5,970.1394,978.70953,-8.570129,ERA5
1993-10-01,187.0,-68.0,967.8975,979.06134,-11.163818,ERA5
1993-11-01,266.0,-66.75,969.79315,979.297,-9.503845,ERA5
1993-12-01,219.0,-70.75,981.85565,985.9408,-4.085144,ERA5
1994-01-01,264.25,-67.25,980.5069,984.6324,-4.1254883,ERA5
1994-02-01,251.75,-68.75,976.4825,983.41595,-6.9334717,ERA5
1994-03-01,206.0,-76.5,976.35376,985.8276,-9.473816,ERA5
1994-04-01,216.0,-69.25,974.7481,983.5935,-8.845398,ERA5
1994-05-01,177.75,-69.25,986.91187,993.8632,-6.951355,ERA5
1994-06-01,219.0,-64.0,992.9444,996.79346,-3.84906,ERA5
1994-07-01,196.75,-73.25,987.51935,993.6067,-6.0873413,ERA5
1994-08-01,251.25,-69.5,965.85315,974.7227,-8.869568,ERA5
1994-09-01,280.5,-69.75,974.02374,987.70715,-13.683411,ERA5
1994-10-01,202.75,-72.75,973.0975,986.9683,-13.87085,ERA5
1994-11-01,270.0,-62.0,979.4994,984.42523,-4.9258423,ERA5
1994-12-01,189.0,-69.75,979.1331,986.86975,-7.7366333,ERA5
1995-01-01,265.5,-68.25,974.5825,981.69037,-7.107849,ERA5
1995-02-01,245.75,-68.5,980.8594,986.80634,-5.9469604,ERA5
1995-03-01,274.5,-69.25,980.5525,989.35815,-8.805664,ERA5
1995-04-01,260.0,-66.75,973.03815,983.8264,-10.788269,ERA5
1995-05-01,196.5,-69.75,976.65186,982.9718,-6.3199463,ERA5
1995-06-01,201.5,-73.25,988.2444,996.4049,-8.160522,ERA5
1995-07-01,290.75,-61.75,988.78937,1001.49414,-12.704773,ERA5
1995-08-01,211.25,-70.75,979.0494,989.9384,-10.889038,ERA5
1995-09-01,202.75,-72.75,972.3331,979.93744,-7.604309,ERA5
1995-10-01,183.75,-69.0,973.7519,981.61597,-7.8640747,ERA5
1995-11-01,250.25,-70.0,970.95123,978.4303,-7.479065,ERA5
1995-12-01,253.5,-70.25,974.975,981.782,-6.807007,ERA5
1996-01-01,225.0,-69.25,979.7631,986.555,-6.79187,ERA5
1996-02-01,277.5,-69.0,981.76373,989.8927,-8.128967,ERA5
1996-03-01,260.5,-68.0,975.3063,983.10614,-7.7998657,ERA5
1996-04-01,230.25,-70.0,973.1094,982.0421,-8.932739,ERA5
1996-05-01,232.5,-71.25,963.39435,979.24817,-15.853821,ERA5
1996-06-01,203.0,-74.25,973.47565,986.2182,-12.742554,ERA5
1996-07-01,234.25,-71.75,967.78815,983.9137,-16.12555,ERA5
1996-08-01,235.0,-71.25,978.8125,986.18866,-7.3761597,ERA5
1996-09-01,245.0,-64.25,975.33813,984.89777,-9.559631,ERA5
1996-10-01,238.5,-72.0,964.805,976.0734,-11.268433,ERA5
1996-11-01,278.0,-67.0,970.1106,985.4871,-15.376526,ERA5
1996-12-01,236.0,-67.0,977.6844,984.02997,-6.345581,ERA5
1997-01-01,275.0,-65.0,978.5831,988.3193,-9.736145,ERA5
1997-02-01,275.25,-66.5,988.4856,990.2139,-1.7283325,ERA5
1997-03-01,206.25,-73.5,975.7394,984.5598,-8.820435,ERA5
1997-04-01,272.25,-68.25,978.9531,987.8748,-8.921692,ERA5
1997-05-01,201.75,-77.5,970.715,983.5686,-12.853577,ERA5
1997-06-01,195.25,-67.75,979.5681,990.3775,-10.809387,ERA5
1997-07-01,201.0,-76.0,976.8819,988.62573,-11.743835,ERA5
1997-08-01,211.75,-73.5,971.8656,982.4198,-10.554199,ERA5
1997-09-01,208.5,-70.5,969.04126,982.82697,-13.785706,ERA5
1997-10-01,199.75,-70.75,969.4844,982.1621,-12.677734,ERA5
1997-11-01,201.5,-67.5,975.8106,984.02997,-8.21936,ERA5
1997-12-01,235.0,-65.5,988.6756,992.94543,-4.2698364,ERA5
1998-01-01,272.25,-67.5,980.08,986.9968,-6.916809,ERA5
1998-02-01,232.75,-70.75,979.92065,987.00714,-7.086487,ERA5
1998-03-01,231.0,-71.5,978.0625,982.3155,-4.2529907,ERA5
1998-04-01,230.0,-72.0,968.77124,980.25964,-11.488403,ERA5
1998-05-01,195.0,-73.5,981.0769,991.443,-10.366089,ERA5
1998-06-01,206.25,-69.0,969.1,977.5004,-8.400452,ERA5
1998-07-01,279.5,-64.0,968.28186,976.3908,-8.108948,ERA5
1998-08-01,216.75,-69.5,960.7706,971.639,-10.868347,ERA5
1998-09-01,216.25,-68.75,976.09186,982.68176,-6.589905,ERA5
1998-10-01,253.25,-65.75,967.985,977.3986,-9.413635,ERA5
1998-11-01,222.75,-72.0,969.7537,977.02814,-7.274414,ERA5
1998-12-01,260.5,-68.25,975.6981,982.40265,-6.704529,ERA5
1999-01-01,268.5,-67.25,978.88873,983.8313,-4.942566,ERA5
1999-02-01,273.25,-68.0,972.0694,983.81287,-11.743469,ERA5
1999-03-01,237.75,-70.0,974.9531,984.0165,-9.0633545,ERA5
1999-04-01,280.0,-71.25,973.885,982.0954,-8.210388,ERA5
1999-05-01,239.25,-71.25,967.9819,977.98505,-10.003174,ERA5
1999-06-01,239.75,-62.75,984.92,991.1639,-6.2438965,ERA5
1999-07-01,193.75,-74.0,976.8837,983.8223,-6.9385986,ERA5
1999-08-01,212.25,-72.0,975.03687,985.8257,-10.788818,ERA5
1999-09-01,206.5,-71.25,976.8738,984.75653,-7.8827515,ERA5
1999-10-01,219.0,-74.75,961.6937,972.6711,-10.977356,ERA5
1999-11-01,262.25,-68.75,965.48315,974.55743,-9.07428,ERA5
1999-12-01,270.75,-70.0,972.82935,980.9635,-8.134155,ERA5
2000-01-01,278.0,-68.5,974.1744,983.49615,-9.321777,ERA5
2000-02-01,198.0,-68.5,978.5775,984.56696,-5.989441,ERA5
2000-03-01,206.5,-67.75,977.90875,985.32983,-7.4210815,ERA5
2000-04-01,199.25,-71.0,974.1806,980.27277,-6.092163,ERA5
2000-05-01,240.25,-65.5,976.7344,983.49084,-6.7564697,ERA5
2000-06-01,247.75,-70.25,982.4412,988.5966,-6.1553955,ERA5
2000-07-01,208.0,-74.5,976.91376,986.012,-9.098267,ERA5
2000-08-01,207.5,-72.0,975.4963,984.9012,-9.404907,ERA5
2000-09-01,212.25,-72.75,983.3331,994.57776,-11.244629,ERA5
2000-10-01,210.0,-73.5,974.07623,981.45953,-7.383301,ERA5
2000-11-01,192.5,-71.25,975.34,985.14966,-9.809631,ERA5
2000-12-01,282.25,-60.75,987.0975,993.7997,-6.7022095,ERA5
2001-01-01,278.5,-61.75,985.4969,991.54407,-6.04718,ERA5
2001-02-01,262.75,-63.75,982.72687,987.5112,-4.784363,ERA5
2001-03-01,281.25,-66.0,980.88873,986.6705,-5.7817383,ERA5
2001-04-01,217.5,-71.5,975.89624,982.8006,-6.904358,ERA5
2001-05-01,240.0,-70.5,977.14624,984.4677,-7.321472,ERA5
2001-06-01,203.0,-72.75,975.84,985.2974,-9.457397,ERA5
2001-07-01,199.5,-68.0,980.0012,991.32416,-11.322937,ERA5
2001-08-01,275.75,-71.5,965.90564,985.15955,-19.253906,ERA5
2001-09-01,239.0,-70.5,966.18,979.0258,-12.845825,ERA5
2001-10-01,269.25,-70.5,964.59937,974.32367,-9.724304,ERA5
2001-11-01,274.75,-67.75,968.56,977.2702,-8.710205,ERA5
2001-12-01,271.5,-70.25,970.53064,980.8545,-10.323853,ERA5
2002-01-01,228.0,-69.0,979.595,985.3394,-5.744446,ERA5
2002-02-01,248.75,-70.75,971.1875,981.7073,-10.519775,ERA5
2002-03-01,185.75,-64.25,984.46686,993.23517,-8.768311,ERA5
2002-04-01,210.75,-71.5,972.3019,979.5538,-7.251892,ERA5
2002-05-01,186.25,-64.5,980.9256,996.83563,-15.910034,ERA5
2002-06-01,181.25,-64.5,984.7356,996.37854,-11.642944,ERA5
2002-07-01,255.0,-71.5,981.4581,989.4077,-7.949585,ERA5
2002-08-01,199.0,-74.75,978.94,990.19946,-11.25946,ERA5
2002-09-01,214.5,-68.5,978.0831,985.84174,-7.758606,ERA5
2002-10-01,287.5,-65.75,986.91125,992.61206,-5.7008057,ERA5
2002-11-01,210.75,-71.5,988.2587,990.6717,-2.4129639,ERA5
2002-12-01,260.0,-67.0,976.3956,982.10065,-5.705017,ERA5
2003-01-01,277.25,-63.0,986.21313,990.83435,-4.621216,ERA5
2003-02-01,270.75,-66.5,976.4487,985.4415,-8.992798,ERA5
2003-03-01,170.75,-67.0,983.8106,989.7838,-5.9732056,ERA5
2003-04-01,219.5,-70.25,971.065,982.0587,-10.993713,ERA5
2003-05-01,204.0,-70.75,967.4356,979.6962,-12.26062,ERA5
2003-06-01,191.25,-66.75,985.1119,990.9092,-5.7973022,ERA5
2003-07-01,262.75,-67.0,969.91125,977.3209,-7.409668,ERA5
2003-08-01,253.25,-71.5,972.97375,984.16943,-11.195679,ERA5
2003-09-01,201.75,-74.0,977.48,984.22363,-6.7436523,ERA5
2003-10-01,201.75,-77.5,971.9675,981.6,-9.632446,ERA5
2003-11-01,187.5,-71.5,976.8056,984.6447,-7.8391113,ERA5
2003-12-01,253.75,-63.25,989.3194,992.7751,-3.4556885,ERA5
2004-01-01,261.5,-63.75,978.4856,986.92914,-8.4435425,ERA5
2004-02-01,242.25,-63.25,986.0519,991.7406,-5.6887207,ERA5
2004-03-01,278.75,-65.75,980.64,986.0826,-5.442566,ERA5
2004-04-01,233.5,-70.75,975.1769,983.6524,-8.475525,ERA5
2004-05-01,232.5,-73.5,974.3275,983.91583,-9.588318,ERA5
2004-06-01,206.0,-74.25,973.96814,981.61426,-7.646118,ERA5
2004-07-01,212.0,-75.0,976.3075,986.47455,-10.167053,ERA5
2004-08-01,255.5,-73.75,977.41,988.82916,-11.419189,ERA5
2004-09-01,279.25,-71.5,973.7381,984.31305,-10.574951,ERA5
2004-10-01,218.5,-71.25,971.14435,979.21,-8.065674,ERA5
2004-11-01,221.75,-73.75,973.65875,982.41394,-8.755188,ERA5
2004-12-01,253.0,-64.5,985.2319,990.80005,-5.5681763,ERA5
2005-01-01,204.75,-66.5,982.545,987.608,-5.0629883,ERA5
2005-02-01,261.0,-70.0,973.33374,981.55756,-8.223816,ERA5
2005-03-01,260.75,-68.75,977.4338,984.116,-6.682251,ERA5
2005-04-01,176.75,-66.0,978.505,984.0971,-5.592102,ERA5
2005-05-01,204.25,-72.75,981.2656,988.7673,-7.501648,ERA5
2005-06-01,192.75,-73.0,986.895,997.7535,-10.858459,ERA5
2005-07-01,201.75,-72.25,976.5637,987.56555,-11.001831,ERA5
2005-08-01,214.0,-75.0,973.445,986.45123,-13.006226,ERA5
2005-09-01,228.75,-71.0,967.385,981.4933,-14.108276,ERA5
2005-10-01,235.0,-71.25,964.9675,977.70435,-12.736816,ERA5
2005-11-01,208.75,-72.75,978.3731,986.00433,-7.6312256,ERA5
2005-12-01,224.75,-65.5,985.59375,992.81793,-7.224182,ERA5
2006-01-01,176.5,-62.5,980.2475,986.3665,-6.1190186,ERA5
2006-02-01,246.0,-69.25,982.6763,988.3797,-5.70343,ERA5
2006-03-01,274.5,-67.0,971.1819,981.6996,-10.5177,ERA5
2006-04-01,253.5,-67.75,974.8644,987.1496,-12.285217,ERA5
2006-05-01,260.0,-71.75,972.08624,983.1917,-11.105469,ERA5
2006-06-01,204.5,-72.0,976.84875,986.42126,-9.57251,ERA5
2006-07-01,208.5,-71.25,974.04565,986.4231,-12.377441,ERA5
2006-08-01,230.5,-68.0,978.7562,988.27185,-9.515625,ERA5
2006-09-01,189.25,-70.5,978.8013,987.1905,-8.389221,ERA5
2006-10-01,212.25,-72.75,971.6725,977.1669,-5.494385,ERA5
2006-11-01,190.5,-67.25,974.08563,979.84534,-5.7597046,ERA5
2006-12-01,273.25,-64.5,976.6625,987.7818,-11.119324,ERA5
2007-01-01,213.25,-68.75,978.01935,986.9027,-8.883362,ERA5
2007-02-01,213.0,-73.25,984.08435,988.6907,-4.6063232,ERA5
2007-03-01,236.75,-66.0,984.04,987.72906,-3.689087,ERA5
2007-04-01,201.75,-72.25,978.85126,987.4326,-8.58136,ERA5
2007-05-01,232.5,-69.75,974.21625,984.5542,-10.337952,ERA5
2007-06-01,204.5,-74.0,978.72876,989.20056,-10.471802,ERA5
2007-07-01,193.75,-68.25,990.73,997.43964,-6.709656,ERA5
2007-08-01,207.0,-72.75,975.73376,982.15955,-6.4257812,ERA5
2007-09-01,240.0,-69.5,968.27374,978.7019,-10.428162,ERA5
2007-10-01,273.0,-70.0,979.075,983.0604,-3.9854126,ERA5
2007-11-01,202.5,-74.0,982.2469,987.56793,-5.321045,ERA5
2007-12-01,237.5,-71.5,973.8656,980.8009,-6.9353027,ERA5
2008-01-01,191.5,-72.75,980.1887,985.0672,-4.878479,ERA5
2008-02-01,263.25,-69.5,977.8325,984.36176,-6.529236,ERA5
2008-03-01,246.75,-64.5,975.83185,983.8839,-8.052063,ERA5
2008-04-01,217.75,-70.75,978.2275,984.6198,-6.392334,ERA5
2008-05-01,224.0,-73.25,979.5681,987.6834,-8.115295,ERA5
2008-06-01,245.0,-69.25,974.08563,979.8246,-5.7389526,ERA5
2008-07-01,212.25,-73.75,975.9269,986.80743,-10.880554,ERA5
2008-08-01,275.75,-72.5,980.85626,992.20886,-11.3526,ERA5
2008-09-01,245.5,-70.75,958.7925,975.433,-16.640503,ERA5
2008-10-01,240.75,-70.0,965.84436,973.57855,-7.734192,ERA5
2008-11-01,270.75,-66.5,972.54877,977.57056,-5.0217896,ERA5
2008-12-01,284.5,-72.25,974.59564,984.37585,-9.780212,ERA5
2009-01-01,274.5,-67.0,976.985,985.22614,-8.24115,ERA5
2009-02-01,240.0,-66.5,979.90814,984.0119,-4.10376,ERA5
2009-03-01,254.75,-67.0,972.8,981.6657,-8.865723,ERA5
2009-04-01,230.75,-66.0,980.0681,985.63135,-5.5632324,ERA5
2009-05-01,264.75,-66.75,973.8125,987.4177,-13.605225,ERA5
2009-06-01,270.5,-66.25,985.0506,988.67017,-3.6195679,ERA5
2009-07-01,202.5,-62.75,984.405,991.9443,-7.5392456,ERA5
2009-08-01,248.0,-69.75,982.6788,990.33325,-7.65448,ERA5
2009-09-01,232.5,-73.5,975.86127,983.1079,-7.246643,ERA5
2009-10-01,276.75,-69.0,970.48126,980.2786,-9.797363,ERA5
2009-11-01,198.0,-72.75,979.14185,990.1063,-10.964478,ERA5
2009-12-01,275.0,-68.0,981.3869,986.19476,-4.8078613,ERA5
2010-01-01,283.75,-61.25,984.1188,993.34503,-9.226257,ERA5
2010-02-01,213.25,-65.75,983.28125,989.6145,-6.333252,ERA5
2010-03-01,210.0,-69.25,976.1794,982.78613,-6.6067505,ERA5
2010-04-01,219.75,-69.0,972.435,978.99994,-6.5649414,ERA5
2010-05-01,249.0,-68.0,970.2019,980.03705,-9.835144,ERA5
2010-06-01,264.0,-70.75,967.6881,978.34094,-10.652832,ERA5
2010-07-01,214.0,-73.75,965.96875,978.3624,-12.393677,ERA5
2010-08-01,232.5,-73.5,967.09814,980.4542,-13.356079,ERA5
2010-09-01,252.75,-70.25,971.53815,979.00665,-7.468506,ERA5
2010-10-01,252.75,-69.75,962.10815,974.4443,-12.336121,ERA5
2010-11-01,252.0,-70.25,967.1575,976.825,-9.6675415,ERA5
2010-12-01,283.0,-63.5,976.305,985.8596,-9.554626,ERA5
2011-01-01,213.75,-62.5,987.2925,991.1898,-3.8973389,ERA5
2011-02-01,262.25,-65.5,973.46375,982.2398,-8.776062,ERA5
2011-03-01,275.75,-62.5,981.13873,985.69714,-4.5584106,ERA5
2011-04-01,288.0,-67.0,984.90436,989.63495,-4.730591,ERA5
2011-05-01,244.5,-68.0,969.7225,977.6695,-7.9470215,ERA5
2011-06-01,219.75,-69.5,982.22,987.459,-5.2390137,ERA5
2011-07-01,195.25,-70.0,977.22375,988.90094,-11.677185,ERA5
2011-08-01,228.75,-68.25,975.8694,987.30066,-11.431274,ERA5
2011-09-01,192.75,-67.0,984.27374,990.1036,-5.829834,ERA5
2011-10-01,236.25,-67.25,969.0131,977.498,-8.484863,ERA5
2011-11-01,224.5,-68.75,976.3875,983.4374,-7.0498657,ERA5
2011-12-01,237.5,-65.5,973.3819,980.49677,-7.114868,ERA5
2012-01-01,203.5,-76.25,979.15564,984.91345,-5.7578125,ERA5
2012-02-01,280.75,-68.0,980.2531,988.8504,-8.59729,ERA5
2012-03-01,234.0,-67.0,977.6756,983.21045,-5.534851,ERA5
2012-04-01,244.75,-67.75,972.07623,980.15784,-8.081604,ERA5
2012-05-01,194.5,-74.75,975.8075,983.98413,-8.176636,ERA5
2012-06-01,291.0,-65.75,975.90936,989.7961,-13.886719,ERA5
2012-07-01,238.25,-71.5,971.0712,982.02094,-10.949707,ERA5
2012-08-01,256.0,-65.5,971.0637,982.71326,-11.649536,ERA5
2012-09-01,201.5,-71.0,971.0631,979.15894,-8.095825,ERA5
2012-10-01,198.75,-73.25,973.3212,981.61615,-8.294922,ERA5
2012-11-01,198.25,-70.5,981.82874,987.7677,-5.938965,ERA5
2012-12-01,215.5,-66.0,985.2625,991.0611,-5.798584,ERA5
2013-01-01,260.5,-64.75,985.69,990.03204,-4.342041,ERA5
2013-02-01,201.0,-69.25,975.83435,981.7901,-5.9557495,ERA5
2013-03-01,246.75,-68.75,970.77936,978.97205,-8.192688,ERA5
2013-04-01,264.75,-69.5,969.21063,980.2359,-11.025269,ERA5
2013-05-01,214.5,-65.5,971.6994,980.7251,-9.025696,ERA5
2013-06-01,273.25,-66.75,973.95935,985.28217,-11.322815,ERA5
2013-07-01,208.75,-73.0,974.78,980.9145,-6.1344604,ERA5
2013-08-01,254.25,-72.0,982.5712,991.59924,-9.028015,ERA5
2013-09-01,248.25,-69.75,978.6887,987.59406,-8.905334,ERA5
2013-10-01,219.25,-70.0,975.38873,980.2483,-4.859558,ERA5
2013-11-01,269.25,-70.25,973.9175,981.51385,-7.5963745,ERA5
2013-12-01,201.5,-77.25,984.9456,990.328,-5.3823853,ERA5
2014-01-01,203.5,-73.25,985.47,990.19104,-4.7210693,ERA5
2014-02-01,206.25,-73.5,979.35376,986.1044,-6.7506104,ERA5
2014-03-01,263.75,-70.75,978.6319,985.581,-6.9490967,ERA5
2014-04-01,240.75,-72.5,972.7388,984.4607,-11.721924,ERA5
2014-05-01,244.5,-69.0,976.02686,980.46436,-4.4375,ERA5
2014-06-01,243.25,-70.5,975.4988,984.6586,-9.159851,ERA5
2014-07-01,217.75,-74.25,977.7537,985.8689,-8.115173,ERA5
2014-08-01,198.0,-74.5,966.54,981.8383,-15.29834,ERA5
2014-09-01,221.25,-69.25,971.6406,983.05066,-11.410034,ERA5
2014-10-01,190.0,-72.5,971.79877,979.12683,-7.328064,ERA5
2014-11-01,273.25,-66.5,976.02374,983.96643,-7.942688,ERA5
2014-12-01,228.75,-70.25,976.3819,984.27686,-7.8949585,ERA5
2015-01-01,250.5,-68.0,978.385,984.8108,-6.4257812,ERA5
2015-02-01,216.75,-72.5,975.135,981.1065,-5.9714966,ERA5
